num,image_url,suggestions,gtrans,dtrans
113,https://i.imgur.com/xbmIKAg.png,"{'Dementor': 'Dementor', 'Patronus': 'Patronus'}",ein einzelner schüler würde sich dem dementor nähern und dumbledore würde seinen patronus vertreiben und der schüler würde versuchen seinen eigenen patronuszauber zu wirken und wenn sie scheiterten würde dumbledore seinen patronus wiederherstellen bevor der schüler dauerhaften schaden erleiden konnte,ein einzelner schüler würde sich dem dementor nähern dumbledore würde seinen patronus auflösen und der schüler würde versuchen seinen eigenen patronus-zauber zu wirken und wenn er versagte würde dumbledore seinen patronus wiederherstellen bevor der schüler einen bleibenden schaden erleiden könnte
114,https://i.imgur.com/pUzwCtL.png,{},der frühere duellmeister professor flitwick würde auch anwesend sein während studenten in der nähe waren nur um die sicherheitsmarge zu erhöhen,der frühere duell-champion professor flitwick würde ebenfalls anwesend sein wenn schüler in der nähe waren um die sicherheit zu erhöhen
115,https://i.imgur.com/pbGZ5dY.png,{'Dementor': 'Dementor'},warum wartest du nur beim dementor sagte harry,warum wartest du nur bei dem dementor fragte harry
116,https://i.imgur.com/84nJEyu.png,{'Auror': 'Auror'},ich meine solltest du es nicht sein und ein auror,ich meine solltest nicht du und ein auror -
117,https://i.imgur.com/qAH7RnC.png,{},der schulleiter schüttelte den kopf,der schulleiter schüttelte den kopf
118,https://i.imgur.com/Es6jcvL.png,"{'Dementor': 'Dementor', 'Patronus': 'Patronus'}",sie konnten der wiederholten exposition gegenüber dem dementor nicht standhalten jedes mal wenn ich meinen patronus zerstreue,sie konnten der wiederholten einwirkung des dementors nicht standhalten jedes mal wenn ich meinen patronus auflöste
119,https://i.imgur.com/UdUbJCe.png,"{'Auror': 'Auror', 'Dementor': 'Dementor', 'Patronus': 'Patronus'}",und wenn dumbledores patronus aus irgendeinem grund versagte während einer der schüler noch in der nähe des dementors war würde der dritte auror einen anderen körperlichen patronus wirken und ihn senden um den schüler zu schützen,und wenn dumbledores patronus aus irgendeinem grund versagen sollte während einer der schüler noch in der nähe des dementors war würde der dritte auror einen weiteren körperlichen patronus zaubern und ihn zum schutz des schülers schicken
120,https://i.imgur.com/1rC4S1h.png,{},harry stocherte und stupste aber er konnte keinen fehler in der sicherheit erkennen,harry stocherte herum aber er konnte keine lücke in der sicherung entdecken
121,https://i.imgur.com/j8VFnHM.png,{},also holte harry tief luft sank weiter in den stuhl schloss die augen und erinnerte sich,also holte harry tief luft sank weiter in den stuhl schloss die augen und erinnerte sich
122,https://i.imgur.com/Laz1bgk.png,{},und das werden fünf punkte sein,und das wären dann fünf punkte
123,https://i.imgur.com/BdRMSUP.png,{'Ravenclaw': 'Ravenclaw'},nein lassen sie uns aus ravenclaw gerade einmal zehn punkte für das backchat machen,nein lasst uns zehn punkte von ravenclaw für backchat ausgeben
124,https://i.imgur.com/DQ541rR.png,{},die kälte kam jetzt langsamer widerwilliger harry hatte in letzter zeit nicht viel nach seiner dunklen seite gerufen,die kälte kam jetzt langsamer widerwilliger harry hatte in letzter zeit nicht viel von seiner dunklen seite abgerufen
125,https://i.imgur.com/au6hjgw.png,{'Potions': 'Zaubertränke'},harry musste die gesamte sitzung in zaubertränke in gedanken durchgehen bevor sein blut zu etwas kühlte das sich tödlicher kristalliner klarheit annäherte,harry musste die gesamte sitzung in zaubertränke in gedanken durchgehen bevor sein blut zu einer fast tödlichen kristallinen klarheit gefror
126,https://i.imgur.com/UnQeIET.png,{'Dementor': 'Dementor'},und dann dachte er an den dementor,und dann dachte er an den dementor
127,https://i.imgur.com/ZTXNy13.png,{},und es war offensichtlich,und das war offensichtlich
128,https://i.imgur.com/kWZwWd3.png,{'Dementor': 'Dementor'},der dementor ist eine ablenkung sagte harry,der dementor ist eine ablenkung sagte harry
129,https://i.imgur.com/zQnPquO.png,{},die kälte war klar in seiner stimme denn das war es was dumbledore wollte und erwartete,die kälte in seiner stimme war klar denn das war es was dumbledore wollte und erwartete
130,https://i.imgur.com/HztZVos.png,{},eine große markante bedrohung aber am ende unkompliziert und leicht zu verteidigen,eine große auffällige bedrohung aber letztlich überschaubar und leicht abzuwehren
131,https://i.imgur.com/4W9eNoc.png,{'Dementor': 'Dementor'},während also ihre ganze aufmerksamkeit auf den dementor gerichtet ist wird die eigentliche handlung woanders stattfinden,während sich also eure ganze aufmerksamkeit auf den dementor richtet findet die eigentliche handlung woanders statt
132,https://i.imgur.com/sX7bIJF.png,{},dumbledore starrte harry einen moment lang an und nickte dann langsam,dumbledore starrte harry einen moment lang an und nickte dann langsam
133,https://i.imgur.com/hBcH5mz.png,{},ja sagte der schulleiter,ja sagte der schulleiter
134,https://i.imgur.com/PuFJV3E.png,{},und ich glaube ich weiß wovon es ablenken könnte wenn professor quirrell schlecht meint danke harry,und ich glaube ich weiß wovon es ablenken könnte wenn professor quirrell es böse meint danke harry
135,https://i.imgur.com/Qe7pC0p.png,{},der schulleiter starrte harry immer noch an ein seltsamer ausdruck in diesen alten augen,der schulleiter starrte harry immer noch an mit einem seltsamen blick in diesen alten augen
136,https://i.imgur.com/iiYfdW8.png,{},was sagte harry mit einem anflug von verärgerung die kälte lag noch immer in seinem blut,was sagte harry mit einem anflug von verärgerung da ihm die kälte noch im blut lag
137,https://i.imgur.com/zQVceQf.png,{},ich habe noch eine frage an diesen jungen mann sagte der schulleiter,ich habe noch eine frage an den jungen mann sagte der schulleiter
138,https://i.imgur.com/cAG5nGp.png,{},es ist etwas das ich mir schon lange gefragt habe aber nicht begreifen konnte warum,das ist etwas was ich mich schon lange frage aber nicht begreifen kann warum
139,https://i.imgur.com/nDej0Az.png,{},in seiner stimme lag ein anflug von schmerz,in seiner stimme lag ein hauch von schmerz
140,https://i.imgur.com/zfvKRqj.png,{},warum sollte sich jemand absichtlich zu einem monster machen,warum sollte sich jemand absichtlich zu einem monster machen
141,https://i.imgur.com/5U7mS4O.png,{},warum böses tun um des bösen willen,warum böses tun um des bösen willen
142,https://i.imgur.com/UgEMqje.png,{},warum voldemort,warum voldemort
143,https://i.imgur.com/9gqb6X1.png,{},surren bzzzt ticken ding puff splat,zirpen bzzzt tick ding puff platsch
144,https://i.imgur.com/h8z9tN9.png,{},harry starrte den schulleiter überrascht an,harry starrte den schulleiter erstaunt an
145,https://i.imgur.com/ChqBtA9.png,{},woher soll ich das wissen sagte harry,woher soll ich das wissen sagte harry
146,https://i.imgur.com/n8siSDr.png,{'Dark Lord': 'Dunkler Lord'},soll ich den dunklen lord magisch verstehen weil ich der held bin oder so,soll ich den dunklen lord auf magische weise verstehen weil ich der held bin oder was
147,https://i.imgur.com/wq5WBDC.png,{},jawohl sagte dumbledore,ja sagte dumbledore
148,https://i.imgur.com/la2PWQ5.png,{'Grindelwald': 'Grindelwald'},mein eigener großer feind war grindelwald und ich verstand ihn wirklich sehr gut,mein eigener großer feind war grindelwald und ihn habe ich sehr gut verstanden
149,https://i.imgur.com/WwKl8tI.png,{'Grindelwald': 'Grindelwald'},grindelwald war mein dunkler spiegel der mann der ich so leicht hätte sein können wenn ich der versuchung nachgegeben hätte zu glauben ich sei ein guter mensch und daher immer im recht,grindelwald war mein dunkler spiegel der mann der ich so leicht hätte sein können wenn ich der versuchung nachgegeben hätte zu glauben ich sei ein guter mensch und deshalb immer im recht
150,https://i.imgur.com/6WNCUy6.png,{},zum wohle der allgemeinheit das war sein slogan und er glaubte es selbst wahrhaftig während er ganz europa wie ein verwundetes tier zerriss,für das allgemeinwohl das war seine devise und er glaubte wirklich daran auch wenn er sich wie ein verwundetes tier über ganz europa hermachte
151,https://i.imgur.com/D7wQ60y.png,{},und ihn habe ich am ende besiegt,und ihn habe ich am ende besiegt
152,https://i.imgur.com/eQM5MHH.png,{},aber dann kam voldemort nach ihm um alles zu zerstören was ich in großbritannien beschützt hatte,aber nach ihm kam voldemort um alles zu zerstören was ich in großbritannien beschützt hatte
153,https://i.imgur.com/0mcETtj.png,{},der schmerz war jetzt deutlich in dumbledores stimme enthüllt auf seinem gesicht,der schmerz war jetzt deutlich in dumbledores stimme zu hören und auf seinem gesicht zu sehen
154,https://i.imgur.com/u8ykeHk.png,{'Grindelwald': 'Grindelwald'},er hat weit schlimmere taten begangen als grindelwalds schlimmste horror um des horrors willen,er hat weitaus schlimmere taten begangen als grindelwalds schlimmste horror um des horrors willen
155,https://i.imgur.com/dweXLaQ.png,{},ich habe alles geopfert nur um ihn zurückzuhalten und ich verstehe immer noch nicht warum,ich habe alles geopfert nur um ihn zurückzuhalten und ich verstehe immer noch nicht warum
156,https://i.imgur.com/62U3G5f.png,{},warum harry,warum harry
157,https://i.imgur.com/Xyez4oy.png,{},warum hat er das getan,warum hat er das getan
158,https://i.imgur.com/HUsnvUI.png,{},er war nie mein bestimmter feind aber deiner also wenn du irgendwelche vermutungen hast harry dann sag es mir bitte warum,er war nie mein auserkorener feind sondern deiner also wenn du irgendeine vermutung hast harry dann sag sie mir bitte warum
159,https://i.imgur.com/VHKmsAZ.png,{},harry starrte auf seine hände hinunter,harry starrte auf seine hände hinunter
160,https://i.imgur.com/uNFfkyL.png,{'Dark Lord': 'Dunkler Lord'},die wahrheit war dass harry den dunklen lord noch nicht gelesen hatte und im moment hatte er nicht die geringste ahnung,die wahrheit war dass harry noch nichts über den dunklen lord gelesen hatte und im moment hatte er nicht die geringste ahnung davon
161,https://i.imgur.com/yCjXRUv.png,{},und irgendwie schien das keine antwort zu sein die der schulleiter hören wollte,und irgendwie schien das keine antwort zu sein die der schulleiter hören wollte
162,https://i.imgur.com/qbPzDIs.png,{},vielleicht zu viele dunkle rituale,vielleicht zu viele dunkle rituale
163,https://i.imgur.com/AUhg6D1.png,{},am anfang dachte er er würde nur eines tun aber es opferte einen teil seiner guten seite und das machte ihn weniger zurückhaltend andere dark-rituale durchzuführen also führte er immer mehr rituale in einem positiven feedback-zyklus durch bis er schließlich als ein ungeheuer mächtiges monster -,am anfang dachte er dass er nur ein einziges ritual durchführen würde aber es opferte einen teil seiner guten seite und das machte ihn weniger abgeneigt andere dunkle rituale durchzuführen so dass er mehr und mehr rituale in einem positiven rückkopplungskreislauf durchführte bis er schließlich ein ungeheuer mächtiges monster war -
164,https://i.imgur.com/wayUsu5.png,{},nein jetzt war die stimme des schulleiters gequält das kann ich nicht glauben harry,nein jetzt klang die stimme des schulleiters gequält das kann ich nicht glauben harry
165,https://i.imgur.com/NAmojG8.png,{},da muss noch etwas mehr drin sein,da muss doch noch mehr dahinterstecken
166,https://i.imgur.com/1kTnNYX.png,{},warum sollte es sein dachte harry aber er sagte es nicht denn es war klar dass der schulleiter dachte das universum sei eine geschichte und eine handlung und dass große tragödien nur aus ebenso großen bedeutsamen gründen passieren durften,warum sollte das so sein dachte harry aber er sagte es nicht denn es war klar dass der schulleiter dachte das universum sei eine geschichte und habe eine handlung und dass große tragödien nur aus ebenso großen bedeutenden gründen geschehen durften
167,https://i.imgur.com/VZeO7et.png,{},es tut mir leid schulleiter,es tut mir leid herr direktor
168,https://i.imgur.com/NYIt3SN.png,"{'The Dark Lord': 'Dunkle Lord, Der', 'Dark Lord': 'Dunkler Lord'}",der dunkle lord kommt mir nicht wie ein dunkler spiegel vor überhaupt nicht,der dunkle herrscher scheint mir nicht gerade ein dunkler spiegel zu sein ganz und gar nicht
169,https://i.imgur.com/ai95R7j.png,{},es gibt nichts was ich auch nur im geringsten verlockend finde die häute von yermy wibbles familie an eine redaktionswand zu nageln,es gibt nichts was ich auch nur im geringsten verlockend fände die haut von yermy wibbles familie an die wand einer redaktion zu nageln
170,https://i.imgur.com/2FbLEqN.png,{},haben sie keine weisheit zu teilen sagte dumbledore,hast du keine weisheit zu teilen fragte dumbledore
171,https://i.imgur.com/smu9MRF.png,{},in der stimme des alten zauberers lag ein flehen fast ein betteln,in der stimme des alten zauberers lag ein flehen fast ein betteln
172,https://i.imgur.com/D2hOhjX.png,{},das böse passiert dachte harry es hat nichts zu bedeuten oder uns etwas zu lehren außer nicht böse zu sein,das böse passiert dachte harry es bedeutet nichts und lehrt uns nichts außer dass wir nicht böse sein sollen
173,https://i.imgur.com/q6ihFcr.png,"{'The Dark Lord': 'Dunkle Lord, Der', 'Dark Lord': 'Dunkler Lord'}",der dunkle lord war wahrscheinlich nur ein egoistischer bastard dem es egal war wen er verletzte oder ein idiot der dummerweise vermeidbare fehler machte die schneeballartig wurden,der dunkle lord war wahrscheinlich nur ein selbstsüchtiger bastard dem es egal war wen er verletzte oder ein idiot der dumme vermeidbare fehler machte die sich immer weiter ausbreiteten
174,https://i.imgur.com/vlaAoNL.png,{},hinter den beln dieser welt steckt kein schicksal wenn hitler wie gewünscht in die architekturschule aufgenommen worden wäre wäre die ganze geschichte europas eine andere gewesen wenn wir in einem universum leben würden in dem schreckliche dinge nur aus guten gründen passieren dürfen würden sie einfach nicht passieren,es gibt kein schicksal das hinter den beln dieser welt steht wenn hitler wie er es wollte zur architekturschule zugelassen worden wäre wäre die ganze geschichte europas anders verlaufen wenn wir in einem universum leben würden in dem schreckliche dinge nur aus guten gründen geschehen dürfen würden sie gar nicht erst geschehen
175,https://i.imgur.com/oGGhOer.png,{},und nichts davon wollte der schulleiter natürlich hören,und nichts davon war offensichtlich das was der schulleiter hören wollte
176,https://i.imgur.com/AOFuAj0.png,{},der alte zauberer sah harry immer noch über ein kniffliges ding wie eine gefrorene rauchwolke hinweg an eine schmerzhafte verzweiflung in diesen uralten wartenden augen,der alte zauberer sah harry immer noch über ein fummeliges ding hinweg an das wie eine gefrorene rauchwolke aussah und in seinen alten wartenden augen lag eine schmerzhafte verzweiflung
177,https://i.imgur.com/od3QJFt.png,{},nun klug zu klingen war nicht schwer,nun weise zu klingen war nicht schwer
178,https://i.imgur.com/InAk89Q.png,{},es war viel einfacher als intelligent zu sein da man nichts berraschendes sagen oder neue erkenntnisse gewinnen musste,das war viel einfacher als intelligent zu sein denn man musste nichts berraschendes sagen oder neue erkenntnisse gewinnen
179,https://i.imgur.com/DyLmthO.png,{},sie lassen einfach die pattern-matching-software ihres gehirns das klischee vervollständigen indem sie die zuvor gespeicherte deep wisdom verwenden,sie überlassen es einfach der software ihres gehirns das klischee zu vervollständigen indem sie die zuvor gespeicherte tiefe weisheit nutzen
180,https://i.imgur.com/c7VRmxK.png,{},direktor sagte harry feierlich ich würde mich lieber nicht über meine feinde definieren,schulleiter sagte harry feierlich ich möchte mich nicht durch meine feinde definieren
181,https://i.imgur.com/L24t1IU.png,{},irgendwie herrschte sogar inmitten all des surrens und tickens eine art stille,irgendwie herrschte sogar inmitten all des surren und tickens eine art stille
182,https://i.imgur.com/nc65zGv.png,{},das war etwas tiefer weise herausgekommen als harry beabsichtigt hatte,das war ein bisschen weiser rübergekommen als harry beabsichtigt hatte
183,https://i.imgur.com/ANrXEzX.png,{},sie können sehr weise sein harry sagte der schulleiter langsam,du bist vielleicht sehr weise harry sagte der schulleiter langsam
184,https://i.imgur.com/cycYbrW.png,{},ich wünschte ich hätte von meinen freunden definiert werden können,ich wünschte ich hätte mich von meinen freunden definieren lassen können
185,https://i.imgur.com/S1gnIR8.png,{},der schmerz in seiner stimme war tiefer geworden,der schmerz in seiner stimme war tiefer geworden
186,https://i.imgur.com/iPR0cAu.png,{},harrys verstand suchte hastig nach etwas anderem deeply wise zu sagen das die unbeabsichtigte wucht des schlags mildern würde -,harrys gedanken suchten hastig nach etwas anderem das er sagen konnte um die unbeabsichtigte wucht des schlages abzumildern
187,https://i.imgur.com/QPdAZaq.png,"{'Gryffindor': 'Gryffindor', 'Hufflepuff': 'Hufflepuff', 'Slytherin': 'Slytherin'}",oder vielleicht sagte harry leiser ist es der feind der den gryffindor ausmacht so wie der freund den hufflepuff und der ehrgeiz den slytherin ausmacht,oder vielleicht sagte harry leiser ist es der feind der den gryffindor macht wie es der freund ist der den hufflepuff macht und der ehrgeiz der den slytherin macht
188,https://i.imgur.com/VP1J88O.png,{},ich weiß dass es in jeder generation immer das rätsel ist das den wissenschaftler ausmacht,ich weiß dass es immer in jeder generation das rätsel ist das den wissenschaftler ausmacht
189,https://i.imgur.com/1JNVhFJ.png,{},es ist ein schreckliches schicksal zu dem sie mein haus verurteilen harry sagte der schulleiter,es ist ein furchtbares schicksal zu dem du mein haus verdammst harry sagte der schulleiter
190,https://i.imgur.com/tiMCoQV.png,{},der schmerz war immer noch in seiner stimme,der schmerz war immer noch in seiner stimme zu hören
191,https://i.imgur.com/aOHM5p3.png,{},für den moment wo sie das bemerken denke ich dass ich sehr von meinen feinden gemacht wurde,denn jetzt wo du es ansprichst denke ich dass ich sehr wohl von meinen feinden gemacht wurde
192,https://i.imgur.com/44Qnns2.png,{},harry starrte auf seine eigenen hände die in seinem schoß lagen,harry starrte auf seine eigenen hände die in seinem schoß lagen
193,https://i.imgur.com/r7xkoGQ.png,{},vielleicht sollte er einfach die klappe halten während er vorne war,vielleicht sollte er einfach die klappe halten solange er noch im vorteil ist
194,https://i.imgur.com/jNDXEoQ.png,{},aber sie haben meine frage beantwortet sagte dumbledore leiser als ob er zu sich selbst wäre,aber du hast meine frage beantwortet sagte dumbledore leiser als wäre er bei sich selbst
195,https://i.imgur.com/4MkGWjK.png,{'Slytherin': 'Slytherin'},ich hätte erkennen müssen dass das der schlüssel eines slytherins ist,ich hätte wissen müssen dass das der schlüssel eines slytherins ist
196,https://i.imgur.com/Y4O3ML2.png,{},um seines ehrgeizes willen alles um seines ehrgeizes willen und das weiß ich aber nicht warum dumbledore starrte eine zeitlang ins nichts dann richtete er sich auf und seine augen schienen sich wieder auf harry zu konzentrieren,um seines ehrgeizes willen um seines ehrgeizes willen und das weiß ich wenn auch nicht warum eine zeit lang starrte dumbledore ins leere dann richtete er sich auf und seine augen schienen sich wieder auf harry zu richten
197,https://i.imgur.com/QHMOmek.png,{},und sie harry sagte der schulleiter sie nennen sich wissenschaftler,und du harry sagte der schulleiter du nennst dich einen wissenschaftler
198,https://i.imgur.com/TKtp2m7.png,{},seine stimme war von berraschung und leichter missbilligung durchsetzt,in seiner stimme klangen berraschung und leichte missbilligung mit
199,https://i.imgur.com/s1dWofD.png,{},du magst keine wissenschaft sagte harry ein wenig müde,du magst die wissenschaft nicht sagte harry ein wenig müde
200,https://i.imgur.com/HmfI6ac.png,{'Muggle': 'Muggel'},er hatte gehofft dass dumbledore muggelsachen mögen würde,er hatte gehofft dumbledore würde sich für muggelsachen interessieren
201,https://i.imgur.com/ZEmlM3a.png,{},ich nehme an es ist nützlich für diejenigen ohne zauberstäbe sagte dumbledore stirnrunzelnd,ich nehme an es ist für diejenigen nützlich die keinen zauberstab haben sagte dumbledore und runzelte die stirn
202,https://i.imgur.com/B6LSYBe.png,{},aber es scheint eine seltsame sache zu sein sich selbst zu definieren,aber es scheint eine seltsame sache zu sein über die man sich definiert
203,https://i.imgur.com/7mbrqdE.png,{},ist wissenschaft so wichtig wie liebe,ist die wissenschaft so wichtig wie die liebe
204,https://i.imgur.com/V1mRydg.png,{},als freundlichkeit,als freundlichkeit
205,https://i.imgur.com/OmrOZrU.png,{},als freundschaft,als freundschaft
206,https://i.imgur.com/38YkPrg.png,{},ist es die wissenschaft die sie an minerva mcgonagall lieb gewinnt,ist es die wissenschaft die sie für minerva mcgonagall begeistern kann
207,https://i.imgur.com/f4u9Qz0.png,{},ist es die wissenschaft die sie dazu bringt sich um hermine granger zu kümmern,ist es die wissenschaft die sie für hermine granger begeistern kann
208,https://i.imgur.com/5FZGVyg.png,{'Will': 'Will'},wirst du dich der wissenschaft zuwenden wenn du versuchst wärme in draco malfoys herzen zu entfachen,wird es die wissenschaft sein der du dich zuwendest wenn du versuchst wärme in draco malfoys herz zu entfachen
209,https://i.imgur.com/jd15RvT.png,{},weißt du das traurige daran ist dass du wahrscheinlich denkst dass du gerade ein unglaublich weises knockdown-argument geäußert hast,wissen sie das traurige ist dass sie wahrscheinlich denken sie hätten gerade ein unglaublich kluges totschlagargument vorgebracht
210,https://i.imgur.com/hPex6Eu.png,{},nun wie soll man die erwiderung so formulieren dass sie auch unglaublich weise klang,nun wie formuliert man die erwiderung so dass sie auch noch unglaublich weise klingt
211,https://i.imgur.com/mYUXeLv.png,{'Ravenclaw': 'Ravenclaw'},du bist nicht ravenclaw sagte harry mit ruhiger würde und deshalb ist es dir vielleicht nicht in den sinn gekommen dass es auch ein akt der gnade sein könnte die wahrheit zu respektieren und sie alle tage deines lebens zu suchen,du bist kein ravenclaw sagte harry mit ruhiger würde und so ist es dir vielleicht nicht in den sinn gekommen dass es auch ein akt der gnade sein könnte die wahrheit zu respektieren und sie alle tage deines lebens zu suchen
212,https://i.imgur.com/FNdUZvI.png,{},die augenbrauen des schulleiters hoben sich,die augenbrauen des schulleiters hoben sich
213,https://i.imgur.com/bTRVAYA.png,{},und dann seufzte er,und dann seufzte er
214,https://i.imgur.com/tF86Wia.png,{},wie bist du so weise geworden so jung,wie bist du so weise geworden so jung
215,https://i.imgur.com/rgaTGQg.png,{},der alte zauberer klang traurig als er es sagte,der alte zauberer klang traurig als er das sagte
216,https://i.imgur.com/hN9sOsV.png,{},vielleicht wird es sich für sie als wertvoll erweisen,vielleicht wird es sich für sie als nützlich erweisen
217,https://i.imgur.com/WctryJb.png,{},nur um alte zauberer zu beeindrucken die von sich selbst übermäßig beeindruckt sind dachte harry,nur um alte zauberer zu beeindrucken die zu sehr von sich selbst beeindruckt sind dachte harry
218,https://i.imgur.com/IyvnqUv.png,{},er war tatsächlich ein wenig enttäuscht von dumbledores leichtgläubigkeit es war nicht so dass harry gelogen hatte aber dumbledore schien viel zu beeindruckt von harrys fähigkeit dinge so zu formulieren dass sie tiefgründig klangen anstatt sie in einfaches englisch zu bringen wie es richard feynman mit seiner weisheit getan hatte,er war sogar ein wenig enttäuscht von dumbledores leichtgläubigkeit es war nicht so dass harry gelogen hätte aber dumbledore schien viel zu beeindruckt von harrys fähigkeit dinge so zu formulieren dass sie tiefgründig klangen anstatt sie in einfaches englisch zu fassen wie richard feynman es mit seinen weisheiten getan hatte
219,https://i.imgur.com/TTsiqxG.png,{},liebe ist wichtiger als weisheit sagte harry nur um die grenzen von dumbledores toleranz für blendend offensichtliche klischees zu testen die durch bloße musterübereinstimmung ohne jegliche detaillierte analyse ergänzt wurden,liebe ist wichtiger als weisheit sagte harry nur um die grenzen von dumbledores toleranz für offensichtliche klischees auszutesten die durch bloße mustererkennung ohne jede detaillierte analyse vervollständigt wurden
220,https://i.imgur.com/8wKMMhA.png,{},der schulleiter nickte ernst und sagte in der tat,der schulleiter nickte ernst und sagte in der tat
221,https://i.imgur.com/UMVlCPH.png,{},harry stand aus dem stuhl auf und streckte seine arme aus,harry erhob sich aus dem stuhl und streckte die arme aus
222,https://i.imgur.com/lNS0N7Y.png,{'Dark Lord': 'Dunkler Lord'},nun ich gehe besser los und liebe etwas das wird mir helfen den dunklen lord zu besiegen,dann gehe ich besser los und liebe etwas das mir helfen wird den dunklen lord zu besiegen
223,https://i.imgur.com/aEji3f7.png,{},und wenn du mich das nächste mal um rat fragst umarme ich dich einfach -,und wenn du mich das nächste mal um rat fragst umarme ich dich einfach -
224,https://i.imgur.com/sXnGE5j.png,{},heute haben sie mir sehr geholfen harry sagte der schulleiter,heute hast du mir sehr geholfen harry sagte der schulleiter
225,https://i.imgur.com/NDYj0og.png,{},und deshalb gibt es eine letzte frage die ich diesen jungen mann stellen würde,und so gibt es noch eine letzte sache die ich den jungen mann fragen möchte
226,https://i.imgur.com/hQu58WF.png,{},groß,großartig
227,https://i.imgur.com/6J4wmy1.png,{},sag mir harry sagte der schulleiter und jetzt klang seine stimme einfach verwirrt obwohl in seinen augen immer noch ein hauch von schmerz lag warum fürchten die dunklen zauberer den tod so sehr,sag mir harry sagte der schulleiter und jetzt klang seine stimme einfach nur verwirrt obwohl immer noch ein hauch von schmerz in seinen augen lag warum fürchten die dunklen zauberer den tod so sehr
228,https://i.imgur.com/nSmujBW.png,{},h sagte harry sorry da muss ich die dark wizards unterstützen,h sagte harry tut mir leid da muss ich den dunklen zauberern recht geben
229,https://i.imgur.com/4g5GjYg.png,{},wusch zischen klingeln glorp knall blase -,rauschen zischen glockenspiel glorp pop bubble -
230,https://i.imgur.com/kA42EF8.png,{},was sagte dumbledore,was sagte dumbledore
231,https://i.imgur.com/hrtkmIS.png,{},der tod ist schlimm sagte harry und verwarf seine weisheit um eine klare kommunikation zu ermöglichen,der tod ist schlecht sagte harry und ließ die weisheit zugunsten einer klaren kommunikation beiseite
232,https://i.imgur.com/23HYUhA.png,{},sehr schlecht extrem schlecht,sehr schlecht ußerst schlecht
233,https://i.imgur.com/VMa3P1e.png,{'Being': 'Zauberwesen'},angst vor dem tod zu haben ist wie angst vor einem großen monster mit giftigen reißzähnen zu haben,die angst vor dem tod ist wie die angst vor einem großen ungeheuer mit giftzähnen
234,https://i.imgur.com/Mo3CL3e.png,{},es macht tatsächlich sehr viel sinn und deutet nicht darauf hin dass sie ein psychisches problem haben,das ist eigentlich sehr sinnvoll und deutet nicht darauf hin dass sie ein psychisches problem haben
235,https://i.imgur.com/XaDx5mi.png,{},der schulleiter starrte ihn an als ob er sich gerade in eine katze verwandelt hätte,der schulleiter starrte ihn an als hätte er sich gerade in eine katze verwandelt
236,https://i.imgur.com/w5bHPr5.png,{},okay sagte harry lass es mich so ausdrücken,okay sagte harry lass es mich so ausdrücken
237,https://i.imgur.com/qgYxydD.png,{'Muggle': 'Muggel'},willst du sterben denn wenn ja gibt es dieses muggel-ding namens hotline zur selbstmordprävention,willst du sterben denn wenn ja gibt es diese muggelsache die sich selbstmordpräventionshotline nennt -
238,https://i.imgur.com/6XPqvcF.png,{},wenn es soweit ist sagte der alte zauberer leise nicht bevor,wenn die zeit gekommen ist sagte der alte zauberer leise nicht vorher
239,https://i.imgur.com/blubelN.png,{},ich würde niemals versuchen den tag zu beschleunigen oder ihn abzulehnen wenn er kommt,ich würde nie versuchen den tag zu beschleunigen noch ihn zu verweigern wenn er kommt
240,https://i.imgur.com/c2YFHE2.png,{},harry runzelte die stirn,harry runzelte ernsthaft die stirn
241,https://i.imgur.com/0xCbOLA.png,{},das hört sich nicht so an als hättest du einen sehr starken lebenswillen schulleiter,das klingt nicht so als hätten sie einen besonders starken lebenswillen herr direktor
242,https://i.imgur.com/prmCRZ0.png,{},harry die stimme des alten zauberers begann ein wenig hilflos zu klingen und er war zu einer stelle gegangen wo sein silberner bart unbemerkt in ein kristallenes goldfischglas gedriftet war und langsam eine grünliche färbung annahm die die haare hochkroch,harry die stimme des alten zauberers klang allmählich etwas hilflos und er war zu einer stelle geschritten wo sein silberner bart unbemerkt in ein gläsernes goldfischglas gewandert war und langsam eine grünliche färbung annahm die an den haaren hochkroch
243,https://i.imgur.com/oO71Y8j.png,{},ich glaube ich habe mich vielleicht nicht klar ausgedrückt,ich glaube ich habe mich nicht klar ausgedrückt
244,https://i.imgur.com/0vzwdnu.png,{},dark wizards sind nicht lebenslustig,dunkle zauberer sind nicht erpicht darauf zu leben
245,https://i.imgur.com/11Fyht3.png,{},sie fürchten den tod,sie fürchten den tod
246,https://i.imgur.com/zOoYEVP.png,{},sie greifen nicht nach dem licht der sonne sondern fliehen vor dem einbruch der nacht in unendlich dunklere höhlen die sie selbst geschaffen haben ohne mond und sterne,sie strecken sich nicht nach dem licht der sonne aus sondern fliehen vor der einbrechenden nacht in unendlich dunklere höhlen die sie selbst geschaffen haben ohne mond und sterne
247,https://i.imgur.com/7DKoBLV.png,{},sie wünschen sich nicht leben sondern unsterblichkeit und sie sind so getrieben es zu begreifen dass sie ihre seelen opfern werden,sie begehren nicht das leben sondern die unsterblichkeit und sie sind so sehr darauf versessen danach zu greifen dass sie ihre seele opfern würden
248,https://i.imgur.com/ZveNrfO.png,{},willst du ewig leben harry,willst du ewig leben harry
