Input.num,Translation
396,"Ich will nicht, dass alle sterben, Harry!"""
418,"""Obwohl ich verstehen kann, wieso du so denken musst."""
418,„Aber ich kann verstehen warum Du so denkst.“
418,"""Obwohl ich verstehen kann, dass Sie so denken."""
419,",,Willst du den dunklen Zauberer verstehen?"""
419,"""Will du die dunklen Zauberer verstehen?"""
419,"""Willst du den dunklen Zauberer verstehen?"""
427,",,Aber dein Verständnis von mir, befürchte ich, ist ganz schön lückenhaft."""
427,"aber dein Verständnis für mich fehlt, fürchte ich, schmerzlich"
427,"""Aber ich fürchte, Ihr Verständnis für mich ist sehr gering."""
435,",,Ich habe dir zugehört, Harry"", sagte Dumbledore mit einem nun ernsten Gesicht, ,,aber Zuhören kommt nicht immer einer Zustimmung gleich."
435,"„Ich habe Dir zugehört, Harry“, sagte Dumbledore der nun ernst aussah, „aber Zuhören bedeutet nicht immer Zustimmung."
435,"""Ich habe dir zugehört, Harry"", sagte Dumbledore und sah nun ernster aus, ""aber zuhören heißt nicht immer zustimmen."
436,"Uneinigkeiten beiseite gelassen, was ist es von dem du denkst, dass ich es nicht verstehe?"""
436,"Uneinigkeiten beiseite, was ist das, das du denkst, dass ich nicht begreife?"""
436,"Abgesehen von den Meinungsverschiedenheiten, was ist es, von dem Sie glauben, dass ich es nicht verstehe?"""
439,"""In Ordnung,"" sagte Harry hart."
439,"""In Ordnung"", sagte Harry kalt."
439,"""In Ordnung"", sagte Harry kalt."
442,"Schulleiter, behaupte du hättest wirklich an Seelen geglaubt"
442,"Stellen Sie sich vor, Schulleiter, Sie würden wirklich an die Existenz von Seelen glauben."
442,"Tun Sie so, Herr Direktor, als würden Sie wirklich an Seelen glauben."
444,"Kannst du es dir nun vorstellen, eine Seele zu zerstören?"
444,"Kannst du dir jetzt vorstellen, eine Seele zu ruinieren?"
444,"Können Sie sich nun vorstellen, eine Seele zu zerstören?"
445,In Fetzen reißen damit nichts bleibt weitergehen nächstes großes abenteuer?
445,"Sie in so  kleine Stücke zu reißen, so dass nicht genug von ihr übrigbleibt mit dem sie auf ihr nächstes großes Abenteuer gehen koennte?"
445,"Es in Stücke reißen, damit nichts mehr übrig bleibt, um das nächste große Abenteuer zu erleben?"
448,Der alte Zauberer sah ihn mit einem traurigen Ausdruck in den Augen an.
448,Der alte Zauberer starrte ihn mit einem traurigen Ausdruck in seinen Augen an.
448,"Der alte Zauberer starrte ihn an, mit einem traurigen Blick in den Augen."
452,"""Jetzt am Ende, da verstehe ich ihn."
452,Jetzt verstehe ich ihn endlich.
452,"""Ich verstehe ihn jetzt endlich."
455,"Und wenn ich ihn fragen könnte, dann vermute ich würde seine Antwort lauten: warum nicht?"
455,Und ich vermute wenn ich ihn fragen könnte wäre seine Antwort: Warum nicht?
455,"Und wenn ich ihn fragen könnte, würde seine Antwort wohl lauten: Warum nicht?"""
462,"Die Sterne sorgen sich nicht, oder die Sonne, oder der Himmel."
462,"Den Sternen, der Sonne or dem Himmel ist es egal."
462,"Den Sternen ist das egal, der Sonne und dem Himmel auch."
466,Seine Stimme war sanft und es schwang Verwunderung und Bereuen in ihr mit.
466,"Seine Stimme war weich, mit einem seltsamen Unterton von Wunder und Bedauern."
466,"Seine Stimme war sanft, mit einem seltsamen Staunen und Bedauern darin."
467,"Es ist in Ordnung mich dazu zu bringen, zu leben, nur um es zu sehenes ist genug, um mich zu wünschen zu leben, nur um es zu sehen"
467,"""Es ist genug, um mich dazu zu bringen, zu leben, nur um es zu sehen."""
467,"""Es ist genug, dass ich mir wünsche zu leben, nur um es zu sehen."""
