Input.num,Translation
147,",,Ja!?"", sagte Dumbledore."
148,"""Mein eigener großer Feind war Grindelwald, und ihn habe ich sehr gut verstanden."
148,"Mein eigener großer Feind war Grindelwald, und ihn verstand ich sehr gut"
148,"""Mein eigener großer Feind war Grindelwald, und ich verstand ihn sehr gut."
148,"Mein eigener großer Feind war Grindewald, und ihn verstand ich wirklich sehr gut"
148,Mein eigener großer Feind war Grindelwald und ihn verstand ich wohl sehr gut.
149,"Grindelwald war mein dunkler spiegel, der mann ich könnte so einfach gewesen, hätte ich gegeben in der versuchung das glauben ich war ein guter mensch, und deshalb immer im recht."
149,"Grindelwald war mein dunkler Spiegel, der Mann, der ich so leicht hätte sein können, wenn ich der Versuchung nachgegeben hätte, zu glauben, ich sei ein guter Mensch und daher immer im Recht."
149,"Grindelwald war mein dunkler Spiegel, der Mann, den ich so einfach sein kann, hätte ich dieser Anfechtung nachgegeben, dass ich eine gute Person war, und deswegen immer im Licht."
150,"Für das allgemeinwohl, das war sein motto; und er hat es wirklich selbst geglaubt, selbst als er zerriss überhaupt Europa wie ein verwundetes tier."
150,"Für das Allgemeinwohl war das sein Motto; und er glaubte es wirklich selbst, während er ganz Europa wie ein verwundetes Tier zerriss."
150,"Zum Wohle der Allgemeinheit, das war sein Slogan; und er glaubte es wahrhaftig selbst, während er ganz Europa wie ein verwundetes Tier zerriss."
155,"Ich habe alles geopfert, nur um ihn zurück halten, und ich verstehe immer noch nicht warum!"
155,"Ich habe alles geopfert, nur um ihn zurückzuhalten und ich verstehe immer noch nicht warum!"
155,"Ich opfere alles nur um ihn zurückzuhalten, und noch versthe ich nicht warum!"
163,"Am anfang er dachte er würde nur einen machen, aber es geopfert teil seiner guten seite, und das machte ihn weniger zurückhaltend aufführen andere Dunkle rituale, also tat er mehr und mehr rituale in einem positiven feedback zyklus bis er endete als enorm mächtiges monster -"""
163,"Am Anfang dachte er, er würde nur eines tun, aber es opferte einen Teil seiner guten Seite, und das machte ihn weniger widerwillig, andere dunkle Rituale durchzuführen, also tat er mehr und mehr Rituale in einem positiven Rückkopplung-Zyklus, bis er schließlich als ein enorm mächtiges Monster endete -"""
163,"Am Anfang dachte er, er würde nur eines machen, aber das machte einen Teil seiner guten Seite traurig, und das machte ihn weniger zurückhaltend, andere Dark-Rituale durchzuführen, also führte er immer mehr Rituale in einem positiven Feedback-Zyklus durch, bis er schließlich als ungeheuer mächtiges Monster-"""
166,"Warum sollte es geben? dachte Harry, aber er hat es nicht gesagt, weil es klar war das dachte der Schulleiter das Universum war eine geschichte und hatte eine handlung, und diese großen tragödien durften nicht passieren außer gleichberechtigung riesig, wichtige gründe."
166,"Warum sollte es? dachte Harry, aber er sagte es nicht, denn es war klar, dass der Schulleiter das Universum als eine Geschichte mit einer Handlung ansah, in der große Tragödien aus gleichsam großen, bedeutsamen Gründen nicht passieren durften."
166,"Warum sollte es geben? dachte Harry, aber er sagte es nicht, denn es war klar, dass der Schulleiter dachte, das Universum sei eine Geschichte und eine Handlung, und dass große Tragödien nur aus ebenso großen, bedeutsamen Gründen passieren durften."
167,"Es tut mir Leid, Rektor."
167,"Es tut mir leid, Direktor,"
167,"""Es tut mir leid, Herr Direktor."
167,"""Es tut mir leid, Schulleiter."
169,"es gibt nichts, was ich finde, selbst das kleinste bisschen verlockend, die Haut von Yermy Wibbles Familie an eine Newsroom-Wand zu nageln"
169,"Es gibt nichts ich finde auch das kleinste bisschen verlockend zu nageln die häute von Yermi Wibble's familie in eine nachrichtenredaktion mauer."""
169,"Es gibt nichts, was mich auch nur das Kleinste verlockt, wenn ich die Felle von Yermy Wibbles Familie an eine Redaktionswand nageln will."""
169,"Ich finde gar nichts Verlockendes daran, die Häute von Yermy Wibble's Familie an die Wand einer Nachrichtenredaktion zu nageln."
173,"Dunkle Lord, Der war wahrscheinlich nur ein egoist bastard wen war das egal wen er verletzt hat, oder ein idiot die dumm gemacht vermeidbar fehler das verschneit."
173,"Dunkle Lord, Der Es war wahrscheinlich nur ein egoistischer Bastard, dem es egal war, wen er verletzt hat, oder ein Idiot, der dumm vermeidbare Fehler gemacht hat, die schneeballartig waren."
173,"Der dunkle Lord war wahrscheinlich nur ein egoistischer Bastard, dem es egal war, wen er verletzte, oder ein Trottel, der dumme und vermeidbare Fehler gemacht hat, die eskalierten"
176,"Der alte zauberer war immer noch anschauen Harry von über eine fummelige sache wie ein gefrorener rauchwolke, eine schmerzhafte verzweiflung in diesen alten, wartende augen."
176,"Der alte Zauberer schaute Harry noch immer von über eine zwielichtige Sache wie eine gefrorene Rauchwolke, eine schmerzhafte Verzweiflung in diesen alten, wartenden Augen."
176,"Der alte Zauberer sah Harry immer noch über ein kniffliges Ding wie eine gefrorene Rauchwolke hinweg an, eine schmerzhafte Verzweiflung in diesen uralten, wartenden Augen."
178,"Es war viel einfacher als intelligent zu sein, eigentlich, da musstest du nichts Überraschendes sagen oder kommen sie mit neuen erkenntnissen."
178,"Es war viel einfacher, als intelligent zu sein, denn man musste nichts Überraschendes sagen oder irgendwelche neuen Einsichten entwickeln."
178,"Es war viel einfacher, als intelligent zu sein, da man nichts Überraschendes sagen oder neue Erkenntnisse gewinnen musste."
187,"""Oder vielleicht"" Harry sagte leiser, ""es ist der feind das macht den Gryffindor, wie es der freund ist das macht den Hufflepuff, und der ehrgeiz das macht den Slytherin."
187,"""Oder vielleicht"", sagte Harry sanfter, ""ist es der Feind, der den Gryffindor macht, denn es ist der Freund, der den Hufflepuff macht, und der Ehrgeiz, der die Slytherin macht."
187,"„Oder vielleicht“, sagte Harry sanfter, „es ist der Feind, der den Gryffindor ausmacht, wie es der Freund ist, der den Hufflepuff macht, und der Ehrgeiz, der den Slytherin ausmacht."
191,",,Nun da du es erwähnst, glaube ich schon, dass ich sehr wohl von meinen Feinden gemacht wurde."""
191,",,Denn nun, wo du es erwähnst: Ich glaube wirklich, dass ich durch meine Feinde geschaffen wurde."""
191,",,Nun da du es erwähnst, denke ich wirklich, dass ich von meinen Feinden geformt wurde."""
196,"Für seinen ehrgeiz, alles um ihrer selbst willen von seinem ehrgeiz; und das weiß ich, aber nicht warum..."" Für eine zeit Dumbledore ins nichts gestarrt; dann richtete er sich auf, und seine augen schienen um sich wieder auf Harry zu konzentrieren."
196,"Für seinen Ehrgeiz, alles um seines Ehrgeizes willen; und dass ich weiß, aber nicht warum..."" Für eine Zeit starrte Dumbledore ins Nichts; Dann richtete er sich und seine Augen schienen sich wieder auf Harry zu konzentrieren."
196,"Aus seinem Ehrgeiz, alles um seines Ehrgeizes willen; und das weiß ich, aber nicht warum...“ Dumbledore starrte eine Zeitlang ins Nichts, dann richtete er sich auf und seine Augen schienen sich wieder auf Harry zu konzentrieren."
201,",,Ich nehme an, für diejenigen ohne Zauberstäbe ist es von Nutzen,"" sagte Dumbledore mit gerunzelter Stirn."
201,",,Ich vermute, es ist nützlich für jene ohne Zauberstäbe,"" sagte Dumbledore mit gerunzelter Stirn."
201,"„Ich nehme an es ist hilfreich für die Leute die keinen Zauberstab haben,“ sagte Dumbledore stirnrunzelnd."
211,"""Du bist nicht Ravenclaw"" sagte Harry mit ruhiger würde, ""und so es könnte nicht aufgetreten für dich das zu respektieren die wahrheit, und suche alles die tage deines lebens, könnte auch sein ein akt der gnade."""
211,"""Du bist nicht Ravenclaw"", sagte Harry mit ruhiger Würde, ""und so ist es dir vielleicht nicht aufgefallen, dass es auch ein Akt der Gnade sein könnte, die Wahrheit zu achten und sie alle Tage deines Lebens zu suchen."""
211,"„Du bist nicht Ravenclaw“, sagte Harry mit ruhiger Würde, „und deshalb ist es dir vielleicht nicht in den Sinn gekommen, dass es auch ein Akt der Gnade sein könnte, die Wahrheit zu respektieren und sie alle Tage deines Lebens zu suchen.“"
218,"Er war tatsächlich etwas enttäuscht von Dumbledore's leichtgläubigkeit; es war nicht so, dass Harry gelogen hatte, aber Dumbledore schien viel zu beeindruckt mit Harry's fähigkeit zu phrasen damit sie tiefgründig klangen, anstatt sie zu setzen in einfaches Englisch mögen Richard Feynman hatte mit seiner weisheit getan..."
218,"Er war tatsächlich ein bisschen enttäuscht von Dumbledores Leichtgläubigkeit; es war nicht so, dass Harry gelogen hatte, aber Dumbledore schien viel zu beeindruckt von Harrys Fähigkeit, Dinge so zu formulieren, dass sie tiefgründig klangen, anstatt sie in einfaches Englisch zu bringen, wie es Richard Feynman mit seiner Weisheit getan hatte ..."
218,"Er war eigentlich ein bisschen enttäuscht über Dumbleodres leichtgläubigkeit; es war nicht Harry, der gelogen hatte, aber Dumbledore scheinte sehr über Harrys Fähigkeit, Sachen zu formulieren sodass sie tiefgreifend klangen beeindruckt zu sein, anstatt es in schlichtes Englisch zu machen, wie Richard Feyman mit seinem Wissen getan hatte..."
219,"""Liebe ist wichtiger als weisheit"" sagte Harry, nur um die grenzen auszutesten von Dumbledore's toleranz für blendend offensichtliche klischees komplettiert durch schiere muster passend ohne jede art der detaillierten analyse."
219,"""Liebe ist wichtiger als Weisheit"", sagte Harry, nur um die Grenzen von Dumbledore's Toleranz für blind offensichtliche Klischees zu testen, die durch schiere Mustervergleiche ohne jede Art von detaillierter Analyse ergänzt wurden."
219,"„Liebe ist wichtiger als Weisheit“, sagte Harry, nur um die Grenzen von Dumbledores Toleranz für blendend offensichtliche Klischees zu testen, die durch bloße Musteranalyse ohne jegliche detaillierte Analyse ergänzt wurden."
227,"""Sag es mir, Harry"" sagte der Schulleiter (und jetzt klang seine stimme einfach verwirrt, obwohl es da war immer noch ein hauch von schmerz in seinen augen), ""warum tun Dark Wizards habe so große angst vor dem tod?"""
227,"""Sag mir, Harry"", sagte der Direktor (und jetzt klang seine Stimme einfach verwirrt, obwohl es immer noch einen Hauch von Schmerz in seinen Augen gab), ""warum fürchten sich Dark Wizards so sehr vor dem Tod?"""
227,"""Sag es mir, Harry"", sagte der Schulleiter (und jetzt seine Stimme klang einfach verwirrt, obwohl es 
immer noch ein Hauch von Schmerz in seinen Augen war), ""warum haben Dark Wizards viel angst vom  Tod ?"""
227,"„Sag mir, Harry“, sagte der Schulleiter (und jetzt klang seine Stimme einfach verwirrt, obwohl in seinen Augen immer noch ein Hauch von Schmerz lag), „warum fürchten die Dunklen Zauberer den Tod so sehr?“"
230,"""Hä??"", sagte Dumbledore."
230,",,Was??"" sagte Dumbledore."
230,"""Was??"" sagte Dumbledore."
233,Zauberwesen angst vor dem tod ist wie angst zu haben von einem großartigen großes monster mit giftigen reißzähne.
233,Sich vor dem Tod zu fürchten ist wie die Furcht vor einem gewaltigen Monster mit Giftzähnen.
233,Zauberwesen fürchten vor Angst ist wie vor einem großen Monster mit giftigen reißzähne zu fürchten.
242,"""Harry..."" Die stimme des alten zauberers fing an ein wenig hilflos zu klingen; und er war zu einer stelle auf und ab gegangen wo sein silberner bart, unbemerkt, war in ein kristallklares goldfischglas getrieben, und nahm langsam an ein grünlicher schimmer, der die haare hochkroch."
242,"""Harry..."" Die Stimme des alten Zauberers klang ein wenig hilflos. Und er war an eine Stelle getreten, wo sein Silberbart unbemerkt in eine kristalline Goldfischschale aus Glas gedriftet war und langsam einen grünlichen Farbton annahm, der die Haare hochkriecht."
242,"""Harry..."" Die Stimme des alten Zauberers begann ein wenig hilflos zu klingen; und er war zu einer Stelle gegangen, wo sein silberner Bart unbemerkt in ein kristallenes Goldfischglas getrieben war und langsam eine grünliche Färbung annahm, die die Haare hochkroch."
246,"Sie reichen nicht nach oben dem licht der sonne entgegen, aber fliehen das kommen der nacht in unendlich dunklere höhlen aus eigener herstellung, ohne mond oder sterne."
246,"Sie greifen nicht nach dem Licht der Sonne, sondern fliehen vor dem Einbruch der Nacht in unendlich dunklere Höhlen, die sie selbst geschaffen haben, ohne Mond und Sterne."
246,"Sie greiften nicht nach das Licht der Sonne, aber fliehen von der kommende Nacht in ihren unenlichd dunklere eigene Höhlen, ohne den Mond oder Sterne."
247,"Es ist nicht das leben das sie sich wünschen, aber unsterblichkeit; und sie sind so getrieben danach zu greifen dass sie opfern ihre seelen!"
247,"Es ist nicht das Leben, das sie begehren, sondern die Unsterblichkeit; und sie sind so getrieben, es zu begreifen, dass sie ihre Seelen opfern werden!"
247,"Sie wünschen sich nicht Leben, sondern Unsterblichkeit; und sie sind so getrieben, es zu begreifen, dass sie ihre Seelen opfern werden!"
249,"""Ja, und du auch"" sagte Harry."
249,"""ja, und du auch"", sagte Harry"
249,"„Ja, und Sie streben das auch an,“ sagte Harry."
249,"""Ja, und du auch,"" sagte Harry."
258,"""Ich habe gelebt einhundert und zehn jahre"" der alte zauberer sagte leise (nehmen seine bart aus der schüssel, und wackeln damit zu schüttel die farbe aus)."
258,"""Ich habe hundertzehn Jahre gelebt"", sagte der alte Zauberer leise (indem er seinen Bart aus der Schüssel nahm und ihn herauspuckte, um die Farbe zu rütteln)."
258,"""Ich habe einhundertundzehn Jahre gelebt,"" sagte der alte Zauberer leise (nimmt seinen Bart aus dem Schüssel, und wedelte die Farben raus.)"
260,"Und doch bereue ich es nicht, am Leben zu sein, denn das Wachsen meiner Schüler ist eine Freude, die mich noch nicht angegriffen hat"
260,"Und trotzdem bereuhe ich es nicht, am Leben zu sein, denn den Schülern beim Wachsen zuzusehen ist eine Freude, die mich immer noch nicht ermüdet."
260,"Trotzdem bereue ich nicht noch zu am Leben zu sein, denn ich bin der Freude meine Schüler heranwachsen zu sehen noch nicht überdrüssig geworden."
266,"""Aber ich muss fragen wenn das dinge sind das du wirklich begehrst so verzweifelt, oder wenn du es dir nur vorstellst ihnen um es sich vorzustellen nicht müde sein, wie du rennst und rennst vor dem tod."""
266,"""Aber ich muss fragen, ob dies Dinge sind, die du wirklich so verzweifelt begehrst, oder ob du sie dir nur so vorstellst, dass du nicht müde bist, während du vor dem Tod wegrennst."""
266,"""Aber ich muss fragen, ob dies Dinge sind, die Sie wirklich so verzweifelt wünschen, oder ob Sie sie sich nur vorstellen, um sich vorzustellen, nicht müde zu sein, während Sie vor dem Tod rennen und davonlaufen."""
266,"""Aber ich muss fragen, ob sie die Dinge sind, die du wirklich verzweifelt danach verlangst, oder du hast sie nur vorgestellt sodass du di vorstellst nicht müde zu sein, während du vom Tod rennst und rennst ."""
271,"Seine Finger trommelten auf einer Uhr; als sie ihn berührten, verwandelten sich die Ziffern in ein unentzifferbares Skript, und die Hände tauchten kurz in verschiedenen Positionen auf."
271,"Seine Finger trommelten auf einer Uhr; als sie es berührten, änderten sich die Ziffern in eine unentzifferbare Schrift, und die Zeiger erschienen kurz in verschiedenen Positionen."
271,Seine Finger klopften auf eine Uhr; als sie diese berührten veränderten sich die Zahlen zu unlesbaren Schriftzeichen und die Zeiger erschienen kurzzeitig in anderen Positionen.
272,"""Im unwahrscheinlichen fall dass es mir erlaubt ist verweilen bis hundertfünfzig,"" sagte der alte zauberer, ""ich denke nicht mir würde es etwas ausmachen."
272,"""In dem unwahrscheinlichen Fall, dass ich bis hundertfünfzig verweilen darf"", sagte der alte Zauberer, ""ich glaube nicht, dass es mir etwas ausmachen würde."
272,"„Für den unwahrscheinlichen Fall, dass es mir erlaubt ist, bis hundertfünfzig zu bleiben,“ sagte der alte Zauberer, „ich glaube nicht, dass es mir etwas ausmacht."
274,
274,
274,"""Ja, nun"", sagte Harry, dessen Stimme ein wenig trocken klang, als er an seine Mum und seinen Dad und die ihnen zustehende Lebensspanne dachte, wenn Harry nichts dagegen unternahm, ""ich vermute, Herr Direktor, wenn Sie aus einer Kultur kämen, in der die Menschen daran gewöhnt sind, vierhundert Jahre alt zu werden, würde Ihnen ein Tod mit zweihundert Jahren genauso tragisch vorkommen wie ein Tod mit, sagen wir, achtzig Jahren."""
274,"""Ja, nun,"" sagte Harry, seine Stimme ein wenig trocken, als er an seine Mom und seinen Dad dachte, und an ihre zugeteilte Zeitspanne, wenn er nichts dagegen tat, ""Ich vermute, Direktor, wenn man aus einer Kultur kommt, in der die Leute daran gewöhnt sind, vierhundert Jahre lang zu leben, dass es genauso tragisch vorzeitig wäre, mit zweihundert zu sterben, wie, sagen wir, mit achtzig."""
274,"""Ja, schon"" Harry sagte, seine stimme etwas trocken als er an seine mama und seinen papa dachte und ihre zugewiesene spanne wenn Harry nichts dagegen unternehmen würde, ""Ich vermute, Schulleiter, wenn sie aus einer kultur stammen in der die menschen daran gewöhnt waren, vierhundert jahre zu leben, dass man mit zweihundert stirbt würde genauso tragisch verfrüht erscheinen wie der tod mit, sagen wir, achtzig."""
274,"„Ja, nun“, sagte Harry mit etwas trockener Stimme, als er an seine Eltern dachte und die Dauer, die ihm zugeteilt wurde, wenn Harry nichts dagegen unternehmen würde, „ich vermute, wenn Sie aus einer Kultur kommen, in der Menschen… früher vierhundert Jahre gelebt hat, wäre der Tod mit zweihundert Jahren genauso tragisch verfrüht wie der Tod mit, sagen wir, achtzig Jahren."""
275,"Harrys Stimme erhärtete sich, als er das letzte Wort sprach."
275,"Harrys Stimme wurde hart, bei diesem letzten Wort."
275,"Harrys Stimme wurde hart, auf das letze Wort."
276,"„Vielleicht“, sagte der alte Zauberer leise."
276,"""Vielleicht,"" meinte der alte Magier friedvoll."
276,"""Moeglicherweise,"" sagte der alte Zauberer friedlich"
278,"Die schwerste zeit ist, wenn die du hast am meisten geliebt sind vor dir gegangen, und wieder andere leben noch, um wessen willen musst du bleiben..."" Dumbledore's augen waren auf Harry fixiert, und wird traurig."
278,"Die schwerste Zeit ist, wenn diejenigen, die Sie am meisten geliebt haben, vor Ihnen weitergegangen sind und noch andere leben, um deren willen Sie bleiben müssen ..."""
278,"Die schwerste Zeit ist wenn die, die du am meisten liebst, vor dir gegangen sind, dennoch leen andere weiter, ihretwegen du bleiben musst..."" Dumbledors Augen waren auf Harry fixiert, und werden traurig."
279,"""Trauere nicht zu sehr um mich, Harry, wenn meine zeit kommt; Ich werde bei denen sein ich habe es schon lange vermisst, auf unserer nächste große abenteuer."""
279,"""Trauere nicht zu sehr um mich, Harry, wenn meine Zeit kommt; Ich werde mit denen zusammen sein, die ich lange vermisst habe, auf unserem nächsten großen Abenteuer."""
279,"""Trauer nicht zu sehr um mich, Harry, wenn meine Zeit gekommen ist; ich werde bei denen sein, die ich lange vermisst habe, auf unserem großen Abenteuer."""
285,"""Harry, du bist ein magier!"
285,Harry du bist ein Hexenmeister!
285,"""Harry, du bist ein Zauberer!"
287,"""Geister“ sagte Harry mit flacher stimme"
287,Harry's Stimme war ganz flach und er sagte: Gespenster
287,",,Geister,"" sagte Harry mit flacher Stimme."
288,"""Du meinst dinge wie portraits, gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben, versehentlich beeindruckt in der umgebendes material bis zum ausbruch von magie das begleitet das gewaltsamer tod von a magier -"""
288,"""Sie meinen solche Dinge wie Porträts, gespeicherte Erinnerungen und Verhaltensweisen ohne Bewusstsein oder Leben, die zufällig durch den Ausbruch von Magie, der den gewaltsamen Tod eines Zauberers begleitet, in das umgebende Material eingeprägt wurden -"""
288,"Du meinst diese Dinge wie Porträts, gespeicherte Erinnerungen und Verhaltensweisen ohne Bewusstsein oder Leben, die durch den magischen Ausbruch, der den gewaltsamen Tod eines Zauberers begleitet, versehentlich in das umgebende Material eingeprägt wurden-“"
289,"""Ich habe diese theorie gehört"" sagte der Schulleiter, seine stimme wird scharf, ""von zauberern wiederholt die zynismus mit weisheit verwechseln, wer denkt das nach unten schauen auf andere ist sich zu erheben."
289,"„Ich habe diese Theorie gehört“, sagte der Schulleiter mit scharfer Stimme, „wiederholt von Zauberern, die Zynismus mit Weisheit verwechseln, die denken, auf andere herabzusehen bedeute, sich selbst zu erheben."
289,"""Ich habe diese Therie gehört,"" sate dr Schulleiter, seine Stimme wächst spitzer, ""wiederholt von Zauberer, die Zynismus für Weisheit halten, die das denken, auf andere herabzugucken, sich selbst hochbringt."
295,"„In Ordnung“, sagte Harry und versuchte, seine Stimme ruhig zu halten. „Ich werde deine Beweise hören, denn das ist die Aufgabe eines Wissenschaftlers."
295,"Harry versuchte ruhig zu bleiben und sagte "" Also gut, ich werde mir eure Beweise anhören, denn das ist schliesslich was ein Wissenschafter macht"""
295,",,Na gut"", sagte Harry während er versuchte, einen ruhigen Ton zu bewahren, ,,Ich werde mir deine Beweise anhören, denn das ist es, was ein Wissenschaftler tut."
298,"""Du weisst, wenn ich dahin gehe, als ich aus dem zug ausstieg aus Königskreuz, ich meine nicht gestern aber wieder rein September, als ich aus dem zug ausstieg dann, Schulleiter, ich hatte noch nie einen geist gesehen."
298,"„Wissen Sie, als ich hier ankam, als ich von King’s Cross aus ausstieg, meine ich nicht gestern, sondern im September, als ich damals aus dem Zug ausstieg, Direktor, ich hatte noch nie ein Gespenst gesehen."
298,"""Weißt du, als ich hier ankam, als ich aus dem Zug vom King´s cross ausstieg, ich meine nicht gestern und zurück in September, als ich damals aus dem Zug stieg, Schulleiter, hatte ich noch nie einen Gespenst gesehen."
306,
306,
306,
306,"""Und dann"", spuckte Harry, die Wut kam ganz in seine Stimme, die kalte Wut auf das Universum, weil es so war, und auf sich selbst, weil er so dumm war, ""habe ich Hermione  gefragt, und sie hat gesagt, dass es sich nur um Bilder handelt, die durch den Tod eines Zauberers in den Stein des Schlosses gebrannt wurden, wie die Silhouetten, die an den Wänden von Hiroshima zurückgeblieben sind."
306,"""Und dann"", spuckte Harry, während der Zorn jetzt gänzlich Eingang in seine Stimme fand, die kalte Wut auf das Universum dafür, dass es so war, und auf sich selbst dafür, so dämlich zu sein, ""fragte ich Hermine, und sie sagte, sie wären nur Nachbilder, in den Stein des Schlosses gebrannt durch den Tod eines Zauberers, wie die Silhouetten, die an den Wänden von Hiroshima verbleiben."""
306,"""Und dann"" spuckte Harry, die wut kommt ganz in seine stimme, die kalte wut auf das universum dafür, dass du so bist und an sich selbst, weil er so dumm ist, ""Ich fragte Hermine und sie sagte dass sie nur nachbilder waren, in den stein der burg eingebrannt durch den tod eines zauberers, wie die silhouetten links an den mauern von Hiroshima."
310,"Weil wenn die menschen seelen hätten es würde nicht so etwas sein als hirnschädigung, wenn deine seele könnte weitergehen sprechen nach dein ganzes gehirn war weg, wie könnte links beschädigt gehirnhälfte nimm dir die fähigkeit zu sprechen?"
310,"Denn wenn Menschen Seelen hätten, gäbe es so etwas wie Hirnschäden nicht, wenn Ihre Seele weiter sprechen könnte, nachdem Ihr ganzes Gehirn weg war, wie könnten Schäden an der linken Gehirnhälfte Ihre Fähigkeit zu sprechen beeinträchtigen?"
310,"Denn wenn die Menschen Seelen hätten, gäbe es keinen Hirnschaden, wenn deine Seele weitersprechen könnte, nachdem dein ganzes Gehirn weg war, wie könnte dann eine Schädigung der linken Gehirnhälfte dir die Fähigkeit zum Sprechen nehmen?"
311,"Und Professor McGonagall, als sie mir erzählte wie meine eltern gestorben waren, sie tat nicht so als ob sie gerade auf eine lange reise in ein anderes land gegangen wären, als wären sie nach Australien ausgewandert zurück in den tagen der segelschiffe, so würden sich die Leute verhalten wenn sie wirklich wüssten dass der tod nur woanders hingeht, wenn sie stichhaltige beweise für ein leben nach dem tod hätten, anstatt sich sachen auszudenken um sich zu trösten,es würde alles ändern, es wäre egal dass jeder jemanden im krieg verloren hat, es wäre ein bisschen traurig aber nicht schrecklich!"
311,"Und Professor McGonagall, als sie mir erzählte, wie meine Eltern gestorben sind, hat sie nicht so getan, als ob sie nur eine lange Reise in ein anderes Land unternommen hätten, als wären sie zur Zeit der Segelschiffe nach Australien ausgewandert, so wie die Leute das tun würden handeln, wenn sie wüssten, dass der Tod woanders hingeht, wenn sie konkrete Beweise für ein Leben nach dem Tod hätten, anstatt Dinge zu erfinden, um sich zu trösten, würde es alles ändern, es wäre egal, wenn jeder jemanden im Krieg verloren hätte, es wäre ein wenig traurig, aber nicht schrecklich!"
311,"Und als Professor McGonagall mir erklärte wie meine Eltern gestorben waren, verhielt sie sich nicht als ob diese gerade weggegangen seinen, wie auf eine lange Reise zu einem anderen Land, oder dass sie nach Australien ausgewandert seien wie früher als Leute noch wegsegelten. So würden Menschen handeln, wenn sie wirklich wüssten, dass Sterben ist wie wegzureisen, wenn es feste Beweise für ein Leben nach dem Tod gäbe. Anstatt Zeug zu erfinden um sich selbst zu trösten, würde es alles ändern, es würde nicht mehr ausmachen, dass jeder jemanden im Krieg verloren hatte, es wäre ein bisschen traurig, aber nicht entsetzlich!"
314,"Und das war als ich das wusste meine eltern waren wirklich tot und für immer weg und immer, dass es nicht gab alles was von ihnen übrig ist, das würde ich nie eine chance bekommen sie zu treffen und, und, und die anderen kinder dachte ich würde weinen weil ich war angst vor geistern -"""
314,"Und da wusste ich, dass meine Eltern wirklich tot waren und für immer und ewig fort waren, dass nichts mehr von ihnen übrig war, dass ich nie eine Chance bekommen würde, sie zu treffen und und, und die anderen Kinder dachten, ich wäre es... weinen, weil ich Angst vor Geistern hatte-“"
314,"Und damit wurde mir klar, dass meine Eltern wirklich tot waren, dass sie für immer und ewig weg seien und dass gar nichts von ihnen zurückblieb. Ich würde niemals die Chance bekommen sie zu treffen und, und, und die anderen Kinder dachten ich würde weinen, weil ich Angst vor Geistern hätte –"
317,"Aber wag es nicht ein kleines bisschen übertrieben davon, denn wenn du mir gibst schon wieder falsche hoffnung, und ich finde es später heraus dass du gelogen hast oder gedehnte dinge nur ein wenig, ich werde dir das nie verzeihen!"
317,"Aber übertreibe es nicht, denn wenn du mir wieder falsche Hoffnungen machst und später herausfindest, dass du gelogen oder ein bisschen gedehnt hast, werde ich dir das nie verzeihen!"
317,"Aber wagen Sie es nicht, das Kleinste davon zu übertreiben, weil wenn Sie mir nochmal falsche Hoffungen geben, und ich es später heraus finde, dass Sie nur ein kleines bisschen gelogen oder Sachen überdenht haben, werder ich Ihnen nie verzeihen."
320,"""Der Schleier"" sagte der alte zauberer mit nur einem leichten zittern in seiner stimme, ""ist ein toller stein torbogen, in der aufbewahrt Mysteriumsabteilung; ein tor auf das land von den toten."""
320,"""Der Schleier"", sagte der alte Zauberer mit nur einem leichten Tempel in seiner Stimme, ""ist ein großer Steinbogen, in der gehalten Mysteriumsabteilung; ein Tor zum Land der Toten."""
320,"""Der Schleier"", sagte der alte Zauberer mit nur einem leichten Zittern in seiner Stimme, ""ist ein großer steinerner Torbogen, der in der Mysteriumsabteilung aufbewahrt wird; ein Tor zum Land der Toten."""
320,""" Der Umhang,"" sagte der alte Zauberer nur mit einem leichten Zitter in seiner Stimme, ""ist ein großer Torbogen behalten in der Mysteriumabteilung; ein Tor zum Land der Toten."""
322,"""Erzähl mir nicht was du glaubst, erzähl mir was du gesehen hast!?"""
322,"Sage mir nicht was du glaubst, sage mir was du gesehen hast."
322,"""Sag mir nicht, was du glaubst, sag mir was du gesehen hast!?"""
323,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen ausbreitete, immer kräuselnd durch den ständigen und einseitigen Durchgang der Seelen."
323,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, das sich zwischen den Steinen ausbreitete, immer kräuselnd durch den ständigen und einseitigen Durchgang der Seelen."
323,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der zwischen den Steinen gespannt war; der sich durch den ständigen und einseitigen Durchgang der Seelen stets kräuselte."
