num,image_url,suggestions,gtrans,dtrans
333,https://i.imgur.com/uVDfS9w.png,{},der auferstehungsstein könnte seelen von den toten zurückrufen sie zurück in die welt der lebenden bringen wenn auch nicht so wie sie waren,der stein der auferstehung konnte seelen von den toten zurückrufen - und sie in die welt der lebenden zurückbringen wenn auch nicht so wie sie waren
334,https://i.imgur.com/jC4nTWh.png,{},cadmus peverell benutzte den stein um seine verlorene geliebte von den toten zurückzurufen aber ihr herz blieb bei den toten und nicht in der welt der lebenden,cadmus peverell benutzte den stein um seine verlorene geliebte von den toten zurückzurufen aber ihr herz blieb bei den toten und nicht in der welt der lebenden
338,https://i.imgur.com/Ib676Sg.png,{},der offensichtliche test um zu sehen ob der auferstehungsstein wirklich die toten zurückruft oder nur ein bild aus dem kopf des benutzers projiziert besteht darin eine frage zu stellen deren antwort sie nicht kennen aber der tote würde es tun und das kann sein auf dieser welt definitiv verifiziert rufen sie zum beispiel zurück -,der offensichtliche test um herauszufinden ob der stein der auferstehung wirklich die toten zurückruft oder nur ein bild aus dem kopf des benutzers projiziert besteht darin eine frage zu stellen deren antwort man nicht kennt die aber die tote person kennen würde und die in dieser welt definitiv überprüft werden kann zum beispiel rufe zurück -
339,https://i.imgur.com/CLA1qPr.png,{},dann hielt harry inne denn dieses mal hatte er es geschafft ihm einen schritt voraus zu sein schnell genug um nicht den vornamen und den test zu sagen der ihm in den sinn gekommen war,dann hielt harry inne denn diesmal hatte er es geschafft seiner zunge einen schritt voraus zu sein schnell genug um nicht den ersten namen und die erste prüfung zu sagen die ihm einfielen
345,https://i.imgur.com/wkTV2UI.png,{},wenn sie wirklich glauben dass der auferstehungsstein die toten zurückruft dann müssen sie glauben dass ein solcher test erfolgreich sein wird oder,wenn sie wirklich glauben dass der stein der auferstehung die toten zurückruft dann müssen sie doch glauben dass ein solcher test erfolgreich sein wird oder
347,https://i.imgur.com/lJvuCh6.png,{},ich habe bereits ein heiligtum des todes unter höchst mysteriösen umständen bekommen und wir wissen beide wie der rhythmus der welt bei so etwas funktioniert,ich habe bereits einen heiligtum des todes unter höchst mysteriösen umständen erhalten und wir wissen beide wie der rhythmus der welt bei solchen dingen funktioniert
357,https://i.imgur.com/fTLJWye.png,{},harry sagte der alte zauberer mit ansteigender stimme das ist ein gefährlicher weg den du gehst,harry sagte der alte zauberer und seine stimme erhob sich das ist ein gefährlicher weg den du beschreitest ich weiß nicht ob ich das richtige tue wenn ich das sage aber ich muss dich von diesem weg abbringen
359,https://i.imgur.com/y6mS0HI.png,{'Dark Lord': 'Dunkler Lord'},und da erkannte harry dass es genau eine person gab die professor mcgonagall ursprünglich erzählt hatte dass der dunkle lord überhaupt noch am leben war und es war der verrückte schulleiter ihres irrenhauses der dachte die welt laufe nach klischees,und da wurde harry klar dass es genau eine person gab die professor mcgonagall ursprünglich gesagt hatte dass der dunkle lord noch am leben war und das war der verrückte direktor ihrer verrückten schule der glaubte dass die welt aus klischees bestand
361,https://i.imgur.com/sVYfabX.png,{},vielleicht hat er einen weg gefunden die macht des auferstehungssteins zu duplizieren nur hat er ihn vorher mit einer vollständigen kopie seines gehirnzustands geladen,vielleicht hat er einen weg gefunden die kraft des auferstehungssteins zu duplizieren nur hat er ihn vorher mit einer vollständigen kopie seines gehirnzustands geladen
364,https://i.imgur.com/ASwMhoM.png,{'Dark Lord': 'Dunkler Lord'},eigentlich kannst du mir einfach alles erzählen was du darüber weißt wie der dunkle lord überlebt hat und was es braucht um ihn zu töten,kannst du mir nicht einfach alles erzählen was du darüber weißt wie der dunkle lord überlebt hat und was nötig wäre um ihn zu töten
373,https://i.imgur.com/rEruk4d.png,{},harry verlieh sich selbst eine punktzahl für montag da er es geschafft hatte jemanden völlig umzuhauen bevor der tag vorbei war,harry vergab sich selbst einen punkt für den montag da er es geschafft hatte jemanden völlig aus dem konzept zu bringen bevor der tag zu ende war
381,https://i.imgur.com/2SaQ0wl.png,{},aber so viel weiß ich und so viel werde ich dir sagen seine unsterblichkeit wurde aus einem schrecklichen ritual geboren und dunkel schwärzer als pechschwarz,aber so viel weiß ich und so viel will ich dir sagen seine unsterblichkeit wurde durch ein schreckliches und dunkles ritual geboren schwärzer als das pechschwarz
388,https://i.imgur.com/91AMXhy.png,{},ich weiß nicht wofür sie mich halten schulleiter sagte harry kalt und seine eigene wut stieg aber vergessen wir nicht dass ich diejenige bin die möchte dass die menschen leben,ich weiß nicht wofür sie mich halten herr direktor sagte harry kalt und sein eigener zorn stieg an aber vergessen wir nicht dass ich derjenige bin der will dass die menschen leben
398,https://i.imgur.com/3FXnkIy.png,{'x': 'x'},es schien dass elementare logische tautologien wie all x die x not exist x not die x die denkfähigkeiten des mächtigsten zauberers der welt überstiegen,es schien dass elementare logische tautologien wie all x die x not exist x nicht sterben x die denkfähigkeit des mächtigsten zauberers der welt übersteigen
403,https://i.imgur.com/0L4HNJd.png,{'Wizard': 'Zauberer'},voldemort ist nicht der einzige dunkle zauberer der diesen trostlosen weg eingeschlagen hat obwohl ich befürchte dass er ihn weiter gebracht hat als jeder andere vor ihm,voldemort ist nicht der einzige dunkle zauberer der diesen düsteren weg eingeschlagen hat obwohl ich fürchte dass er ihn weiter gegangen ist als alle anderen vor ihm
410,https://i.imgur.com/mjPNxwJ.png,{},wenn die leute einmal im monat mit knüppeln auf den kopf geschlagen würden und niemand etwas dagegen tun könnte würde es ziemlich bald alle möglichen philosophen geben die vorgeben weise zu sein wie du es ausdrückst die alle möglichen erstaunlichen vorteile finden einmal im monat mit einem schlagstock auf den kopf geschlagen,wenn man den menschen einmal im monat einen knüppel auf den kopf hauen würde und niemand etwas dagegen tun könnte gäbe es bald alle möglichen philosophen die sich als weise ausgeben wie sie sagen und die alle möglichen erstaunlichen vorteile darin sehen einmal im monat einen knüppel auf den kopf zu bekommen
412,https://i.imgur.com/qKaaBMf.png,{},aber wenn sie zu jemandem gingen der nicht getroffen wurde und sie fragten ob er im austausch für diese erstaunlichen vorteile anfangen wollte sagten sie nein,aber wenn man zu jemandem geht der nicht getroffen wird und ihn fragt ob er im gegenzug für diese erstaunlichen vorteile anfangen will wird er nein sagen
413,https://i.imgur.com/dfZs7W7.png,{},und wenn du nicht sterben müsstest wenn du von einem ort kämst von dem noch nie jemand etwas vom tod gehört hat und ich habe dir vorgeschlagen dass es eine unglaublich tolle idee wäre wenn die leute faltig und alt werden und irgendwann aufhören zu sterben existieren du würdest mich gleich in eine irrenanstalt verschleppen lassen,und wenn du nicht sterben müsstest wenn du von einem ort kämst an dem noch nie jemand etwas vom tod gehört hat und ich dir vorschlagen würde dass es eine erstaunliche wunderbare großartige idee wäre wenn die menschen faltig und alt würden und schließlich aufhörten zu existieren dann würdest du mich sofort in eine irrenanstalt bringen
415,https://i.imgur.com/lD3Dct3.png,{},weil du davor angst hast weil du nicht wirklich sterben willst und dieser gedanke schmerzt so sehr in dir dass du ihn wegrationalisieren musst etwas tun um den schmerz zu betäuben damit du nicht darüber nachdenken musst es -,weil du angst davor hast weil du nicht wirklich sterben willst und dieser gedanke so sehr in dir schmerzt dass du ihn wegrationalisieren musst etwas tun musst um den schmerz zu betäuben damit du nicht daran denken musst -
417,https://i.imgur.com/6qbhHeH.png,{},sein gesicht war sanft seine hand strich durch eine beleuchtete wasserlache die kleine musikalische glocken erklang als seine finger sie bewegten,sein gesicht war sanft seine hand wanderte durch ein beleuchtetes wasserbecken das beim umrühren durch seine finger kleine musikalische klänge von sich gab
421,https://i.imgur.com/Q32wslm.png,{},dann schaue in den teil von dir der nicht vor dem tod flieht sondern vor der angst vor dem tod der diese angst so unerträglich findet dass er den tod als freund umarmt und sich ihm anvertraut versuche eins zu werden mit der nacht damit sie kann sich meister des abgrunds denken,dann schaue in den teil von dir der nicht vor dem tod sondern vor der angst vor dem tod flieht der diese angst so unerträglich findet dass er den tod als freund annimmt und sich an ihn anschmiegt versucht mit der nacht eins zu werden um sich als herr des abgrunds zu fühlen
425,https://i.imgur.com/VuwSFx0.png,{},ich denke sagte dumbledore und schüttelte wassertropfen aus seiner hand während kleine glöckchen klingelten dass du dunkle zauberer sehr gut verstehst ohne selbst noch einer zu sein,ich glaube sagte dumbledore und schüttelte zum klang kleiner glöckchen wassertropfen von seiner hand dass sie die dunklen zauberer sehr gut verstehen ohne selbst einer zu sein
429,https://i.imgur.com/m3cZ19E.png,{},harry versuchte nicht noch kälter zu werden als er ohnehin schon war von irgendwoher strömte eine flammende wut des grolls über dumbledores herablassung und all das gelächter das weise alte narren jemals anstelle von argumenten verwendet hatten in seinen geist,harry versuchte nicht noch kälter zu werden als er es ohnehin schon war von irgendwoher strömte eine lodernde wut über dumbledores herablassung und all das lachen das weise alte narren jemals anstelle von argumenten benutzt hatten in seinen geist
430,https://i.imgur.com/t8MS2wA.png,{},komische sache weißt du ich dachte es wäre unmöglich mit draco malfoy zu sprechen und stattdessen war er in seiner kindlichen unschuld hundertmal stärker als du,komisch weißt du ich dachte draco malfoy würde so unmöglich sein mit dem man reden kann und stattdessen war er in seiner kindlichen unschuld hundertmal stärker als du
433,https://i.imgur.com/8Qp9D2r.png,{},ich meine sagte harry mit bissiger stimme dass draco seine eigenen berzeugungen wirklich ernst nahm und meine worte verarbeitete anstatt sie durch ein lächeln mit sanfter berlegenheit aus dem fenster zu werfen,ich meine sagte harry mit bissiger stimme dass draco seine eigenen berzeugungen tatsächlich ernst genommen und meine worte verarbeitet hat anstatt sie mit einem lächeln sanfter berlegenheit aus dem fenster zu werfen
437,https://i.imgur.com/sr1AP4f.png,{'St. Mungo': 'St. Mungo'},wenn du wirklich an ein leben nach dem tod glaubst würdest du nach st mungos gehen und nevilles eltern alice und frank longbottom töten damit sie ihr nächstes großes abenteuer beginnen können anstatt sie in ihrem beschädigten zustand hier verweilen zu lassen -,wenn du wirklich an ein leben nach dem tod glauben würdest würdest du zu st mungo s gehen und nevilles eltern alice und frank longbottom töten damit sie ihr nächstes großes abenteuer erleben können anstatt sie hier in ihrem beschädigten zustand verweilen zu lassen
443,https://i.imgur.com/flBKFfa.png,{},stellen sie sich vor jeder könnte die existenz von seelen jederzeit überprüfen tun sie so als ob niemand bei beerdigungen geweint hätte weil er wusste dass seine lieben noch am leben waren,tun sie so als ob jeder jederzeit die existenz von seelen überprüfen könnte tun sie so als ob niemand bei beerdigungen weinen würde weil sie wissen dass ihre angehörigen noch leben
446,https://i.imgur.com/S1fLSFP.png,{},können sie sich vorstellen was das für eine schreckliche sache wäre das schlimmste verbrechen das jemals in der geschichte des universums begangen wurde und das sie alles tun würden um es auch nur einmal zu verhindern,können sie sich vorstellen was das für eine schreckliche sache wäre das schlimmste verbrechen das jemals in der geschichte des universums begangen wurde und das sie mit allen mitteln verhindern würden dass es auch nur einmal geschieht
453,https://i.imgur.com/tunKuNJ.png,{},denn um zu glauben dass die welt wirklich so ist musst du glauben dass es keine gerechtigkeit in ihr gibt dass sie in ihrem kern aus dunkelheit gewoben ist,denn um zu glauben dass die welt wirklich so ist muss man glauben dass es in ihr keine gerechtigkeit gibt dass sie in ihrem kern von dunkelheit durchwoben ist
456,https://i.imgur.com/UHNw1iB.png,{},sie standen da und schauten sich in die augen den alten zauberer in seiner robe und den kleinen jungen mit der blitznarbe auf der stirn,sie standen da und sahen sich in die augen der alte zauberer in seinem gewand und der junge mit der blitznarbe auf der stirn
460,https://i.imgur.com/7XV8HXw.png,{},der junge stand sehr aufrecht sein kinn hoch erhoben und stolz und sagte es gibt keine gerechtigkeit in den naturgesetzen schulleiter kein begriff für fairness in den bewegungsgleichungen,der junge stand ganz aufrecht das kinn hoch und stolz erhoben und sagte es gibt keine gerechtigkeit in den gesetzen der natur herr direktor keinen begriff für fairness in den gleichungen der bewegung
